Blocks	Pathways
FLT4*ETS1*DLG1*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*DLG2*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*DLG4*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*DLG5*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*FBXW11*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*FRMD6*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*FZD1*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*GSK3B*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*IKBKB*BIRC5	hsa04014-TFTG-hsa04210
FLT4*ETS1*LATS1*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*LATS2*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*LEF1*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*LIMD1*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*LLGL1*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*MAP3K14*BIRC5	hsa04014-TFTG-hsa04210
FLT4*ETS1*NF2*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*NFKB1*BIRC5	hsa04014-TFTG-hsa04210
FLT4*ETS1*NFKBIA*BIRC5	hsa04014-TFTG-hsa04210
FLT4*ETS1*PDPK1*BIRC5	hsa04014-TFTG-hsa04210
FLT4*ETS1*PPP1CA*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*PPP1CB*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*PPP1CC*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*PPP2CB*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*PPP2R1A*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*PPP2R1B*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*PPP2R2A*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*PPP2R2C*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*PPP2R2D*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*RASSF1*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*RELA*BIRC5	hsa04014-TFTG-hsa04210
FLT4*ETS1*SCRIB*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*TCF7*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*TCF7L2*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*TNF*BIRC5	hsa04014-TFTG-hsa04210
FLT4*ETS1*TNFRSF1A*BIRC5	hsa04014-TFTG-hsa04210
FLT4*ETS1*TP53BP2*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*TRAF2*BIRC5	hsa04014-TFTG-hsa04210
FLT4*ETS1*WNT10A*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*WNT11*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*WNT2B*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*WNT7A*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*WWC1*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*YAP1*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*YWHAB*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*YWHAE*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*YWHAG*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*YWHAQ*BIRC5	hsa04014-TFTG-hsa04390
FLT4*ETS1*YWHAZ*BIRC5	hsa04014-TFTG-hsa04390
FLT4*REL*NFKB1*BIRC5	hsa04014-TFTG-hsa04210
FLT4*REL*NFKBIA*BIRC5	hsa04014-TFTG-hsa04210
FLT4*PLCB2*NFKB1*BIRC5	hsa04015-hsa04926-TFTG
FLT4*PLCB2*RELA*BIRC5	hsa04015-hsa04926-TFTG
FLT4*MAPK11*TP53*BIRC5	hsa04015-hsa04010-TFTG
FLT4*MAPK11*FOXO3*BIRC5	hsa04015-hsa04068-TFTG
FLT4*MAPK11*TP53*BIRC5	hsa04015-hsa04071-TFTG
FLT4*ITGB3*CTNNB1*BIRC5	hsa04015-hsa04919-TFTG
FLT4*ITGB3*TP53*BIRC5	hsa04015-hsa04919-TFTG
FLT4*AKT3*NFKB1*BIRC5	hsa04015-hsa04010-TFTG
FLT4*AKT3*RELA*BIRC5	hsa04015-hsa04010-TFTG
FLT4*AKT3*TP53*BIRC5	hsa04015-hsa04010-TFTG
FLT4*AKT3*NFKB1*BIRC5	hsa04015-hsa04014-TFTG
FLT4*AKT3*RELA*BIRC5	hsa04015-hsa04014-TFTG
FLT4*AKT3*FOXO3*BIRC5	hsa04015-hsa04062-TFTG
FLT4*AKT3*NFKB1*BIRC5	hsa04015-hsa04062-TFTG
FLT4*AKT3*RELA*BIRC5	hsa04015-hsa04062-TFTG
FLT4*AKT3*FOXO3*BIRC5	hsa04015-hsa04068-TFTG
FLT4*AKT3*TP53*BIRC5	hsa04015-hsa04071-TFTG
FLT4*AKT3*FOXO3*BIRC5	hsa04015-hsa04151-TFTG
FLT4*AKT3*NFKB1*BIRC5	hsa04015-hsa04151-TFTG
FLT4*AKT3*RELA*BIRC5	hsa04015-hsa04151-TFTG
FLT4*AKT3*TP53*BIRC5	hsa04015-hsa04151-TFTG
FLT4*AKT3*BIRC5	hsa04015-hsa04210
FLT4*AKT3*NFKB1*BIRC5	hsa04015-hsa04620-TFTG
FLT4*AKT3*RELA*BIRC5	hsa04015-hsa04620-TFTG
FLT4*AKT3*NFKB1*BIRC5	hsa04015-hsa04660-TFTG
FLT4*AKT3*RELA*BIRC5	hsa04015-hsa04660-TFTG
FLT4*AKT3*NFKB1*BIRC5	hsa04015-hsa04662-TFTG
FLT4*AKT3*RELA*BIRC5	hsa04015-hsa04662-TFTG
FLT4*AKT3*FOXO3*BIRC5	hsa04015-hsa04722-TFTG
FLT4*AKT3*NFKB1*BIRC5	hsa04015-hsa04722-TFTG
FLT4*AKT3*RELA*BIRC5	hsa04015-hsa04722-TFTG
FLT4*AKT3*FOXO3*BIRC5	hsa04015-hsa04917-TFTG
FLT4*AKT3*CTNNB1*BIRC5	hsa04015-hsa04919-TFTG
FLT4*AKT3*TP53*BIRC5	hsa04015-hsa04919-TFTG
FLT4*AKT2*NFKB1*BIRC5	hsa04015-hsa04010-TFTG
FLT4*AKT2*RELA*BIRC5	hsa04015-hsa04010-TFTG
FLT4*AKT2*TP53*BIRC5	hsa04015-hsa04010-TFTG
FLT4*AKT2*NFKB1*BIRC5	hsa04015-hsa04014-TFTG
FLT4*AKT2*RELA*BIRC5	hsa04015-hsa04014-TFTG
FLT4*AKT2*FOXO3*BIRC5	hsa04015-hsa04062-TFTG
FLT4*AKT2*NFKB1*BIRC5	hsa04015-hsa04062-TFTG
FLT4*AKT2*RELA*BIRC5	hsa04015-hsa04062-TFTG
FLT4*AKT2*FOXO3*BIRC5	hsa04015-hsa04068-TFTG
FLT4*AKT2*TP53*BIRC5	hsa04015-hsa04071-TFTG
FLT4*AKT2*FOXO3*BIRC5	hsa04015-hsa04151-TFTG
FLT4*AKT2*NFKB1*BIRC5	hsa04015-hsa04151-TFTG
FLT4*AKT2*RELA*BIRC5	hsa04015-hsa04151-TFTG
FLT4*AKT2*TP53*BIRC5	hsa04015-hsa04151-TFTG
FLT4*AKT2*BIRC5	hsa04015-hsa04210
FLT4*AKT2*NFKB1*BIRC5	hsa04015-hsa04620-TFTG
FLT4*AKT2*RELA*BIRC5	hsa04015-hsa04620-TFTG
FLT4*AKT2*NFKB1*BIRC5	hsa04015-hsa04660-TFTG
FLT4*AKT2*RELA*BIRC5	hsa04015-hsa04660-TFTG
FLT4*AKT2*NFKB1*BIRC5	hsa04015-hsa04662-TFTG
FLT4*AKT2*RELA*BIRC5	hsa04015-hsa04662-TFTG
FLT4*AKT2*FOXO3*BIRC5	hsa04015-hsa04722-TFTG
FLT4*AKT2*NFKB1*BIRC5	hsa04015-hsa04722-TFTG
FLT4*AKT2*RELA*BIRC5	hsa04015-hsa04722-TFTG
FLT4*AKT2*FOXO3*BIRC5	hsa04015-hsa04917-TFTG
FLT4*AKT2*CTNNB1*BIRC5	hsa04015-hsa04919-TFTG
FLT4*AKT2*TP53*BIRC5	hsa04015-hsa04919-TFTG
FLT4*PLCB1*NFKB1*BIRC5	hsa04015-hsa04926-TFTG
FLT4*PLCB1*RELA*BIRC5	hsa04015-hsa04926-TFTG
FLT4*MAPK14*TP53*BIRC5	hsa04015-hsa04010-TFTG
FLT4*MAPK14*FOXO3*BIRC5	hsa04015-hsa04068-TFTG
FLT4*MAPK14*TP53*BIRC5	hsa04015-hsa04071-TFTG
FLT4*PRKCZ*TP53*BIRC5	hsa04015-hsa04071-TFTG
FLT4*MAPK1*ETS1*BIRC5	hsa04015-hsa04014-TFTG
FLT4*MAPK1*FOXO3*BIRC5	hsa04015-hsa04068-TFTG
FLT4*MAPK1*FOXO3*BIRC5	hsa04015-hsa04722-TFTG
FLT4*MAPK1*NFKB1*BIRC5	hsa04015-hsa04722-TFTG
FLT4*MAPK1*RELA*BIRC5	hsa04015-hsa04722-TFTG
FLT4*MAPK1*SP1*BIRC5	hsa04015-hsa04915-TFTG
FLT4*MAPK1*CTNNB1*BIRC5	hsa04015-hsa04919-TFTG
FLT4*MAPK1*TP53*BIRC5	hsa04015-hsa04919-TFTG
FLT4*MAPK1*NFKB1*BIRC5	hsa04015-hsa04926-TFTG
FLT4*MAPK1*RELA*BIRC5	hsa04015-hsa04926-TFTG
FLT4*AKT1*NFKB1*BIRC5	hsa04015-hsa04010-TFTG
FLT4*AKT1*RELA*BIRC5	hsa04015-hsa04010-TFTG
FLT4*AKT1*TP53*BIRC5	hsa04015-hsa04010-TFTG
FLT4*AKT1*NFKB1*BIRC5	hsa04015-hsa04014-TFTG
FLT4*AKT1*RELA*BIRC5	hsa04015-hsa04014-TFTG
FLT4*AKT1*FOXO3*BIRC5	hsa04015-hsa04062-TFTG
FLT4*AKT1*NFKB1*BIRC5	hsa04015-hsa04062-TFTG
FLT4*AKT1*RELA*BIRC5	hsa04015-hsa04062-TFTG
FLT4*AKT1*FOXO3*BIRC5	hsa04015-hsa04068-TFTG
FLT4*AKT1*TP53*BIRC5	hsa04015-hsa04071-TFTG
FLT4*AKT1*FOXO3*BIRC5	hsa04015-hsa04151-TFTG
FLT4*AKT1*NFKB1*BIRC5	hsa04015-hsa04151-TFTG
FLT4*AKT1*RELA*BIRC5	hsa04015-hsa04151-TFTG
FLT4*AKT1*TP53*BIRC5	hsa04015-hsa04151-TFTG
FLT4*AKT1*BIRC5	hsa04015-hsa04210
FLT4*AKT1*NFKB1*BIRC5	hsa04015-hsa04620-TFTG
FLT4*AKT1*RELA*BIRC5	hsa04015-hsa04620-TFTG
FLT4*AKT1*NFKB1*BIRC5	hsa04015-hsa04660-TFTG
FLT4*AKT1*RELA*BIRC5	hsa04015-hsa04660-TFTG
FLT4*AKT1*NFKB1*BIRC5	hsa04015-hsa04662-TFTG
FLT4*AKT1*RELA*BIRC5	hsa04015-hsa04662-TFTG
FLT4*AKT1*FOXO3*BIRC5	hsa04015-hsa04722-TFTG
FLT4*AKT1*NFKB1*BIRC5	hsa04015-hsa04722-TFTG
FLT4*AKT1*RELA*BIRC5	hsa04015-hsa04722-TFTG
FLT4*AKT1*FOXO3*BIRC5	hsa04015-hsa04917-TFTG
FLT4*AKT1*CTNNB1*BIRC5	hsa04015-hsa04919-TFTG
FLT4*AKT1*TP53*BIRC5	hsa04015-hsa04919-TFTG
FLT4*PLCB4*NFKB1*BIRC5	hsa04015-hsa04926-TFTG
FLT4*PLCB4*RELA*BIRC5	hsa04015-hsa04926-TFTG
FLT4*MAPK12*TP53*BIRC5	hsa04015-hsa04010-TFTG
FLT4*MAPK12*FOXO3*BIRC5	hsa04015-hsa04068-TFTG
FLT4*MAPK12*TP53*BIRC5	hsa04015-hsa04071-TFTG
FLT4*ACTG1*BIRC5	hsa04015-hsa04390
FLT4*ACTG1*APC*BIRC5	hsa04015-hsa04390-TFTG
FLT4*ACTG1*LEF1*BIRC5	hsa04015-hsa04390-TFTG
FLT4*ACTG1*TCF7*BIRC5	hsa04015-hsa04390-TFTG
FLT4*ACTG1*TCF7L2*BIRC5	hsa04015-hsa04390-TFTG
FLT4*ACTB*BIRC5	hsa04015-hsa04390
FLT4*ACTB*APC*BIRC5	hsa04015-hsa04390-TFTG
FLT4*ACTB*LEF1*BIRC5	hsa04015-hsa04390-TFTG
FLT4*ACTB*TCF7*BIRC5	hsa04015-hsa04390-TFTG
FLT4*ACTB*TCF7L2*BIRC5	hsa04015-hsa04390-TFTG
FLT4*MAPK3*ETS1*BIRC5	hsa04015-hsa04014-TFTG
FLT4*MAPK3*FOXO3*BIRC5	hsa04015-hsa04068-TFTG
FLT4*MAPK3*FOXO3*BIRC5	hsa04015-hsa04722-TFTG
FLT4*MAPK3*NFKB1*BIRC5	hsa04015-hsa04722-TFTG
FLT4*MAPK3*RELA*BIRC5	hsa04015-hsa04722-TFTG
FLT4*MAPK3*SP1*BIRC5	hsa04015-hsa04915-TFTG
FLT4*MAPK3*CTNNB1*BIRC5	hsa04015-hsa04919-TFTG
FLT4*MAPK3*TP53*BIRC5	hsa04015-hsa04919-TFTG
FLT4*MAPK3*NFKB1*BIRC5	hsa04015-hsa04926-TFTG
FLT4*MAPK3*RELA*BIRC5	hsa04015-hsa04926-TFTG
FLT4*PLCB3*NFKB1*BIRC5	hsa04015-hsa04926-TFTG
FLT4*PLCB3*RELA*BIRC5	hsa04015-hsa04926-TFTG
FLT4*MAPK13*TP53*BIRC5	hsa04015-hsa04010-TFTG
FLT4*MAPK13*FOXO3*BIRC5	hsa04015-hsa04068-TFTG
FLT4*MAPK13*TP53*BIRC5	hsa04015-hsa04071-TFTG
FLT4*PRKCG*NFKB1*BIRC5	hsa04020-hsa04010-TFTG
FLT4*PRKCG*RELA*BIRC5	hsa04020-hsa04010-TFTG
FLT4*PRKCG*TP53*BIRC5	hsa04020-hsa04010-TFTG
FLT4*PRKCG*CTNNB1*BIRC5	hsa04020-hsa04919-TFTG
FLT4*PRKCG*TP53*BIRC5	hsa04020-hsa04919-TFTG
FLT4*PRKCA*NFKB1*BIRC5	hsa04020-hsa04010-TFTG
FLT4*PRKCA*RELA*BIRC5	hsa04020-hsa04010-TFTG
FLT4*PRKCA*TP53*BIRC5	hsa04020-hsa04010-TFTG
FLT4*PRKCA*CTNNB1*BIRC5	hsa04020-hsa04919-TFTG
FLT4*PRKCA*TP53*BIRC5	hsa04020-hsa04919-TFTG
FLT4*PRKCA*NFKB1*BIRC5	hsa04020-hsa04926-TFTG
FLT4*PRKCA*RELA*BIRC5	hsa04020-hsa04926-TFTG
FLT4*PRKCB*NFKB1*BIRC5	hsa04020-hsa04010-TFTG
FLT4*PRKCB*RELA*BIRC5	hsa04020-hsa04010-TFTG
FLT4*PRKCB*TP53*BIRC5	hsa04020-hsa04010-TFTG
FLT4*PRKCB*CTNNB1*BIRC5	hsa04020-hsa04919-TFTG
FLT4*PRKCB*TP53*BIRC5	hsa04020-hsa04919-TFTG
FLT4*PIK3CB*FOXO3*BIRC5	hsa04151-hsa04062-TFTG
FLT4*PIK3CB*NFKB1*BIRC5	hsa04151-hsa04062-TFTG
FLT4*PIK3CB*RELA*BIRC5	hsa04151-hsa04062-TFTG
FLT4*PIK3CB*NFKB1*BIRC5	hsa04151-hsa04620-TFTG
FLT4*PIK3CB*RELA*BIRC5	hsa04151-hsa04620-TFTG
FLT4*PIK3CB*NFKB1*BIRC5	hsa04151-hsa04660-TFTG
FLT4*PIK3CB*RELA*BIRC5	hsa04151-hsa04660-TFTG
FLT4*PIK3CB*NFKB1*BIRC5	hsa04151-hsa04662-TFTG
FLT4*PIK3CB*RELA*BIRC5	hsa04151-hsa04662-TFTG
FLT4*PIK3CB*FOXO3*BIRC5	hsa04151-hsa04722-TFTG
FLT4*PIK3CB*NFKB1*BIRC5	hsa04151-hsa04722-TFTG
FLT4*PIK3CB*RELA*BIRC5	hsa04151-hsa04722-TFTG
FLT4*PIK3CB*CTNNB1*BIRC5	hsa04151-hsa04919-TFTG
FLT4*PIK3CB*NFKB1*BIRC5	hsa04151-hsa04926-TFTG
FLT4*PIK3CB*RELA*BIRC5	hsa04151-hsa04926-TFTG
FLT4*PIK3CD*FOXO3*BIRC5	hsa04151-hsa04062-TFTG
FLT4*PIK3CD*NFKB1*BIRC5	hsa04151-hsa04062-TFTG
FLT4*PIK3CD*RELA*BIRC5	hsa04151-hsa04062-TFTG
FLT4*PIK3CD*NFKB1*BIRC5	hsa04151-hsa04620-TFTG
FLT4*PIK3CD*RELA*BIRC5	hsa04151-hsa04620-TFTG
FLT4*PIK3CD*NFKB1*BIRC5	hsa04151-hsa04660-TFTG
FLT4*PIK3CD*RELA*BIRC5	hsa04151-hsa04660-TFTG
FLT4*PIK3CD*NFKB1*BIRC5	hsa04151-hsa04662-TFTG
FLT4*PIK3CD*RELA*BIRC5	hsa04151-hsa04662-TFTG
FLT4*PIK3CD*FOXO3*BIRC5	hsa04151-hsa04722-TFTG
FLT4*PIK3CD*NFKB1*BIRC5	hsa04151-hsa04722-TFTG
FLT4*PIK3CD*RELA*BIRC5	hsa04151-hsa04722-TFTG
FLT4*PIK3CD*CTNNB1*BIRC5	hsa04151-hsa04919-TFTG
FLT4*PIK3CD*NFKB1*BIRC5	hsa04151-hsa04926-TFTG
FLT4*PIK3CD*RELA*BIRC5	hsa04151-hsa04926-TFTG
FLT4*PIK3R3*FOXO3*BIRC5	hsa04151-hsa04062-TFTG
FLT4*PIK3R3*NFKB1*BIRC5	hsa04151-hsa04062-TFTG
FLT4*PIK3R3*RELA*BIRC5	hsa04151-hsa04062-TFTG
FLT4*PIK3R3*NFKB1*BIRC5	hsa04151-hsa04620-TFTG
FLT4*PIK3R3*RELA*BIRC5	hsa04151-hsa04620-TFTG
FLT4*PIK3R3*NFKB1*BIRC5	hsa04151-hsa04660-TFTG
FLT4*PIK3R3*RELA*BIRC5	hsa04151-hsa04660-TFTG
FLT4*PIK3R3*NFKB1*BIRC5	hsa04151-hsa04662-TFTG
FLT4*PIK3R3*RELA*BIRC5	hsa04151-hsa04662-TFTG
FLT4*PIK3R3*FOXO3*BIRC5	hsa04151-hsa04722-TFTG
FLT4*PIK3R3*NFKB1*BIRC5	hsa04151-hsa04722-TFTG
FLT4*PIK3R3*RELA*BIRC5	hsa04151-hsa04722-TFTG
FLT4*PIK3R3*CTNNB1*BIRC5	hsa04151-hsa04919-TFTG
FLT4*PIK3R3*NFKB1*BIRC5	hsa04151-hsa04926-TFTG
FLT4*PIK3R3*RELA*BIRC5	hsa04151-hsa04926-TFTG
FLT4*PIK3R2*FOXO3*BIRC5	hsa04151-hsa04062-TFTG
FLT4*PIK3R2*NFKB1*BIRC5	hsa04151-hsa04062-TFTG
FLT4*PIK3R2*RELA*BIRC5	hsa04151-hsa04062-TFTG
FLT4*PIK3R2*NFKB1*BIRC5	hsa04151-hsa04620-TFTG
FLT4*PIK3R2*RELA*BIRC5	hsa04151-hsa04620-TFTG
FLT4*PIK3R2*NFKB1*BIRC5	hsa04151-hsa04660-TFTG
FLT4*PIK3R2*RELA*BIRC5	hsa04151-hsa04660-TFTG
FLT4*PIK3R2*NFKB1*BIRC5	hsa04151-hsa04662-TFTG
FLT4*PIK3R2*RELA*BIRC5	hsa04151-hsa04662-TFTG
FLT4*PIK3R2*FOXO3*BIRC5	hsa04151-hsa04722-TFTG
FLT4*PIK3R2*NFKB1*BIRC5	hsa04151-hsa04722-TFTG
FLT4*PIK3R2*RELA*BIRC5	hsa04151-hsa04722-TFTG
FLT4*PIK3R2*CTNNB1*BIRC5	hsa04151-hsa04919-TFTG
FLT4*PIK3R2*NFKB1*BIRC5	hsa04151-hsa04926-TFTG
FLT4*PIK3R2*RELA*BIRC5	hsa04151-hsa04926-TFTG
FLT4*MAPK1*ETS1*BIRC5	hsa04151-hsa04014-TFTG
FLT4*MAPK1*FOXO3*BIRC5	hsa04151-hsa04068-TFTG
FLT4*MAPK1*FOXO3*BIRC5	hsa04151-hsa04722-TFTG
FLT4*MAPK1*NFKB1*BIRC5	hsa04151-hsa04722-TFTG
FLT4*MAPK1*RELA*BIRC5	hsa04151-hsa04722-TFTG
FLT4*MAPK1*SP1*BIRC5	hsa04151-hsa04915-TFTG
FLT4*MAPK1*CTNNB1*BIRC5	hsa04151-hsa04919-TFTG
FLT4*MAPK1*TP53*BIRC5	hsa04151-hsa04919-TFTG
FLT4*MAPK1*NFKB1*BIRC5	hsa04151-hsa04926-TFTG
FLT4*MAPK1*RELA*BIRC5	hsa04151-hsa04926-TFTG
FLT4*PIK3CA*FOXO3*BIRC5	hsa04151-hsa04062-TFTG
FLT4*PIK3CA*NFKB1*BIRC5	hsa04151-hsa04062-TFTG
FLT4*PIK3CA*RELA*BIRC5	hsa04151-hsa04062-TFTG
FLT4*PIK3CA*NFKB1*BIRC5	hsa04151-hsa04620-TFTG
FLT4*PIK3CA*RELA*BIRC5	hsa04151-hsa04620-TFTG
FLT4*PIK3CA*NFKB1*BIRC5	hsa04151-hsa04660-TFTG
FLT4*PIK3CA*RELA*BIRC5	hsa04151-hsa04660-TFTG
FLT4*PIK3CA*NFKB1*BIRC5	hsa04151-hsa04662-TFTG
FLT4*PIK3CA*RELA*BIRC5	hsa04151-hsa04662-TFTG
FLT4*PIK3CA*FOXO3*BIRC5	hsa04151-hsa04722-TFTG
FLT4*PIK3CA*NFKB1*BIRC5	hsa04151-hsa04722-TFTG
FLT4*PIK3CA*RELA*BIRC5	hsa04151-hsa04722-TFTG
FLT4*PIK3CA*CTNNB1*BIRC5	hsa04151-hsa04919-TFTG
FLT4*PIK3CA*NFKB1*BIRC5	hsa04151-hsa04926-TFTG
FLT4*PIK3CA*RELA*BIRC5	hsa04151-hsa04926-TFTG
FLT4*MAPK3*ETS1*BIRC5	hsa04151-hsa04014-TFTG
FLT4*MAPK3*FOXO3*BIRC5	hsa04151-hsa04068-TFTG
FLT4*MAPK3*FOXO3*BIRC5	hsa04151-hsa04722-TFTG
FLT4*MAPK3*NFKB1*BIRC5	hsa04151-hsa04722-TFTG
FLT4*MAPK3*RELA*BIRC5	hsa04151-hsa04722-TFTG
FLT4*MAPK3*SP1*BIRC5	hsa04151-hsa04915-TFTG
FLT4*MAPK3*CTNNB1*BIRC5	hsa04151-hsa04919-TFTG
FLT4*MAPK3*TP53*BIRC5	hsa04151-hsa04919-TFTG
FLT4*MAPK3*NFKB1*BIRC5	hsa04151-hsa04926-TFTG
FLT4*MAPK3*RELA*BIRC5	hsa04151-hsa04926-TFTG
FLT4*PIK3R1*FOXO3*BIRC5	hsa04151-hsa04062-TFTG
FLT4*PIK3R1*NFKB1*BIRC5	hsa04151-hsa04062-TFTG
FLT4*PIK3R1*RELA*BIRC5	hsa04151-hsa04062-TFTG
FLT4*PIK3R1*NFKB1*BIRC5	hsa04151-hsa04620-TFTG
FLT4*PIK3R1*RELA*BIRC5	hsa04151-hsa04620-TFTG
FLT4*PIK3R1*NFKB1*BIRC5	hsa04151-hsa04660-TFTG
FLT4*PIK3R1*RELA*BIRC5	hsa04151-hsa04660-TFTG
FLT4*PIK3R1*NFKB1*BIRC5	hsa04151-hsa04662-TFTG
FLT4*PIK3R1*RELA*BIRC5	hsa04151-hsa04662-TFTG
FLT4*PIK3R1*FOXO3*BIRC5	hsa04151-hsa04722-TFTG
FLT4*PIK3R1*NFKB1*BIRC5	hsa04151-hsa04722-TFTG
FLT4*PIK3R1*RELA*BIRC5	hsa04151-hsa04722-TFTG
FLT4*PIK3R1*CTNNB1*BIRC5	hsa04151-hsa04919-TFTG
FLT4*PIK3R1*NFKB1*BIRC5	hsa04151-hsa04926-TFTG
FLT4*PIK3R1*RELA*BIRC5	hsa04151-hsa04926-TFTG
FLT4*RAC1*JUN*MGP	hsa04014-hsa04010-TFTG
FLT4*RAC1*JUN*MGP	hsa04014-hsa04722-TFTG
FLT4*PAK2*JUN*MGP	hsa04014-hsa04012-TFTG
FLT4*BUB1B-PAK6*JUN*MGP	hsa04014-hsa04012-TFTG
FLT4*PAK4*JUN*MGP	hsa04014-hsa04012-TFTG
FLT4*PAK5*JUN*MGP	hsa04014-hsa04012-TFTG
FLT4*MAPK8*JUN*MGP	hsa04014-hsa04010-TFTG
FLT4*MAPK8*JUN*MGP	hsa04014-hsa04012-TFTG
FLT4*MAPK8*JUN*MGP	hsa04014-hsa04620-TFTG
FLT4*MAPK8*JUN*MGP	hsa04014-hsa04625-TFTG
FLT4*MAPK8*JUN*MGP	hsa04014-hsa04657-TFTG
FLT4*MAPK8*JUN*MGP	hsa04014-hsa04660-TFTG
FLT4*MAPK8*JUN*MGP	hsa04014-hsa04668-TFTG
FLT4*MAPK8*JUN*MGP	hsa04014-hsa04722-TFTG
FLT4*MAPK8*JUN*MGP	hsa04014-hsa04912-TFTG
FLT4*MAPK8*JUN*MGP	hsa04014-hsa04926-TFTG
FLT4*RHOA*JUN*MGP	hsa04014-hsa04310-TFTG
FLT4*PAK3*JUN*MGP	hsa04014-hsa04012-TFTG
FLT4*PAK6*JUN*MGP	hsa04014-hsa04012-TFTG
FLT4*RAP1B*JUN*MGP	hsa04014-hsa04024-TFTG
FLT4*MAPK10*JUN*MGP	hsa04014-hsa04010-TFTG
FLT4*MAPK10*JUN*MGP	hsa04014-hsa04012-TFTG
FLT4*MAPK10*JUN*MGP	hsa04014-hsa04620-TFTG
FLT4*MAPK10*JUN*MGP	hsa04014-hsa04625-TFTG
FLT4*MAPK10*JUN*MGP	hsa04014-hsa04657-TFTG
FLT4*MAPK10*JUN*MGP	hsa04014-hsa04660-TFTG
FLT4*MAPK10*JUN*MGP	hsa04014-hsa04668-TFTG
FLT4*MAPK10*JUN*MGP	hsa04014-hsa04722-TFTG
FLT4*MAPK10*JUN*MGP	hsa04014-hsa04912-TFTG
FLT4*MAPK10*JUN*MGP	hsa04014-hsa04926-TFTG
FLT4*MAPK9*JUN*MGP	hsa04014-hsa04010-TFTG
FLT4*MAPK9*JUN*MGP	hsa04014-hsa04012-TFTG
FLT4*MAPK9*JUN*MGP	hsa04014-hsa04620-TFTG
FLT4*MAPK9*JUN*MGP	hsa04014-hsa04625-TFTG
FLT4*MAPK9*JUN*MGP	hsa04014-hsa04657-TFTG
FLT4*MAPK9*JUN*MGP	hsa04014-hsa04660-TFTG
FLT4*MAPK9*JUN*MGP	hsa04014-hsa04668-TFTG
FLT4*MAPK9*JUN*MGP	hsa04014-hsa04722-TFTG
FLT4*MAPK9*JUN*MGP	hsa04014-hsa04912-TFTG
FLT4*MAPK9*JUN*MGP	hsa04014-hsa04926-TFTG
FLT4*PAK1*JUN*MGP	hsa04014-hsa04012-TFTG
FLT4*RAP1A*JUN*MGP	hsa04014-hsa04024-TFTG
FLT4*PLCB2*JUN*MGP	hsa04015-hsa04912-TFTG
FLT4*PLCB2*JUN*MGP	hsa04015-hsa04921-TFTG
FLT4*PLCB2*JUN*MGP	hsa04015-hsa04926-TFTG
FLT4*MAPK11*JUN*MGP	hsa04015-hsa04620-TFTG
FLT4*MAPK11*JUN*MGP	hsa04015-hsa04625-TFTG
FLT4*MAPK11*JUN*MGP	hsa04015-hsa04657-TFTG
FLT4*MAPK11*JUN*MGP	hsa04015-hsa04926-TFTG
FLT4*AKT3*JUN*MGP	hsa04015-hsa04010-TFTG
FLT4*AKT2*JUN*MGP	hsa04015-hsa04010-TFTG
FLT4*PLCB1*JUN*MGP	hsa04015-hsa04912-TFTG
