,BlockName,Pathway,Sources,Targets,SubpathwayBlocks
647,hsa04390_PPP2R1A_SMAD3,hsa04390,PPP2R1A,SMAD3,hsa04390_PPP2R1A_SMAD3
648,hsa04390_PPP2R1A_SMAD4,hsa04390,PPP2R1A,SMAD4,hsa04390_PPP2R1A_SMAD4
649,hsa04390_RASSF1_BIRC5,hsa04390,RASSF1,BIRC5,hsa04390_RASSF1_BIRC5
650,hsa04390_SCRIB_BIRC5,hsa04390,SCRIB,BIRC5,hsa04390_SCRIB_BIRC5
651,hsa04390_SMAD3_SMAD4,hsa04390,SMAD3,SMAD4,hsa04390_SMAD3_SMAD4
652,hsa04390_TEAD1_BIRC5,hsa04390,TEAD1,BIRC5,hsa04390_TEAD1_BIRC5
653,hsa04390_TP53BP2_BIRC5,hsa04390,TP53BP2,BIRC5,hsa04390_TP53BP2_BIRC5
654,hsa04390_WNT10A+WNT10B+WNT11+WNT16+WNT1+WNT2B+WNT2+WNT4+WNT5A+WNT7A_BIRC5+BIRC5+BIRC5+BIRC5+BIRC5+BIRC5+BIRC5+BIRC5+BIRC5+BIRC5,hsa04390,WNT10A;WNT10B;WNT11;WNT16;WNT1;WNT2B;WNT2;WNT4;WNT5A;WNT7A,BIRC5;BIRC5;BIRC5;BIRC5;BIRC5;BIRC5;BIRC5;BIRC5;BIRC5;BIRC5,hsa04390_WNT10A_BIRC5;hsa04390_WNT10B_BIRC5;hsa04390_WNT11_BIRC5;hsa04390_WNT16_BIRC5;hsa04390_WNT1_BIRC5;hsa04390_WNT2B_BIRC5;hsa04390_WNT2_BIRC5;hsa04390_WNT4_BIRC5;hsa04390_WNT5A_BIRC5;hsa04390_WNT7A_BIRC5
655,hsa04390_WNT4_APC,hsa04390,WNT4,APC,hsa04390_WNT4_APC
656,hsa04390_WNT4+WNT4+WNT4_LEF1+TCF7+TCF7L2,hsa04390,WNT4;WNT4;WNT4,LEF1;TCF7;TCF7L2,hsa04390_WNT4_LEF1;hsa04390_WNT4_TCF7;hsa04390_WNT4_TCF7L2
657,hsa04390_WNT4_MYC,hsa04390,WNT4,MYC,hsa04390_WNT4_MYC
658,hsa04390_WWC1_BIRC5,hsa04390,WWC1,BIRC5,hsa04390_WWC1_BIRC5
659,hsa04390_YAP1_BIRC5,hsa04390,YAP1,BIRC5,hsa04390_YAP1_BIRC5
660,hsa04390_YWHAB+YWHAE+YWHAG+YWHAH+YWHAQ+YWHAZ_BIRC5+BIRC5+BIRC5+BIRC5+BIRC5+BIRC5,hsa04390,YWHAB;YWHAE;YWHAG;YWHAH;YWHAQ;YWHAZ,BIRC5;BIRC5;BIRC5;BIRC5;BIRC5;BIRC5,hsa04390_YWHAB_BIRC5;hsa04390_YWHAE_BIRC5;hsa04390_YWHAG_BIRC5;hsa04390_YWHAH_BIRC5;hsa04390_YWHAQ_BIRC5;hsa04390_YWHAZ_BIRC5
661,hsa04550_APC2+APC_TCF7+TCF7,hsa04550,APC2;APC,TCF7;TCF7,hsa04550_APC2_TCF7;hsa04550_APC_TCF7
662,hsa04550_AXIN1+AXIN2_TCF7+TCF7,hsa04550,AXIN1;AXIN2,TCF7;TCF7,hsa04550_AXIN1_TCF7;hsa04550_AXIN2_TCF7
663,hsa04550_BMPR1A+BMPR1A_ID3+ID4,hsa04550,BMPR1A;BMPR1A,ID3;ID4,hsa04550_BMPR1A_ID3;hsa04550_BMPR1A_ID4
664,hsa04550_BMPR1A+BMPR1A+BMPR1A+BMPR1A_MAPK11+MAPK12+MAPK13+MAPK14,hsa04550,BMPR1A;BMPR1A;BMPR1A;BMPR1A,MAPK11;MAPK12;MAPK13;MAPK14,hsa04550_BMPR1A_MAPK11;hsa04550_BMPR1A_MAPK12;hsa04550_BMPR1A_MAPK13;hsa04550_BMPR1A_MAPK14
665,hsa04550_BMPR1A_SMAD4,hsa04550,BMPR1A,SMAD4,hsa04550_BMPR1A_SMAD4
666,hsa04550_CTNNB1_TCF7,hsa04550,CTNNB1,TCF7,hsa04550_CTNNB1_TCF7
667,hsa04550_FGFR4+FGFR4+FGFR4_AKT1+AKT2+AKT3,hsa04550,FGFR4;FGFR4;FGFR4,AKT1;AKT2;AKT3,hsa04550_FGFR4_AKT1;hsa04550_FGFR4_AKT2;hsa04550_FGFR4_AKT3
668,hsa04550_GSK3B_MYC,hsa04550,GSK3B,MYC,hsa04550_GSK3B_MYC
669,hsa04550_GSK3B_TCF7,hsa04550,GSK3B,TCF7,hsa04550_GSK3B_TCF7
670,hsa04550_JAK2_MYC,hsa04550,JAK2,MYC,hsa04550_JAK2_MYC
671,hsa04550_JAK2_STAT3,hsa04550,JAK2,STAT3,hsa04550_JAK2_STAT3
672,hsa04550_LIFR+LIFR+LIFR_AKT1+AKT2+AKT3,hsa04550,LIFR;LIFR;LIFR,AKT1;AKT2;AKT3,hsa04550_LIFR_AKT1;hsa04550_LIFR_AKT2;hsa04550_LIFR_AKT3
673,hsa04550_LIFR_MYC,hsa04550,LIFR,MYC,hsa04550_LIFR_MYC
674,hsa04550_LIFR_STAT3,hsa04550,LIFR,STAT3,hsa04550_LIFR_STAT3
675,hsa04550_LIF_IL6ST,hsa04550,LIF,IL6ST,hsa04550_LIF_IL6ST
676,hsa04550_PIK3CA+PIK3CA+PIK3CA+PIK3R1+PIK3R1+PIK3R1_AKT1+AKT2+AKT3+AKT1+AKT2+AKT3,hsa04550,PIK3CA;PIK3CA;PIK3CA;PIK3R1;PIK3R1;PIK3R1,AKT1;AKT2;AKT3;AKT1;AKT2;AKT3,hsa04550_PIK3CA_AKT1;hsa04550_PIK3CA_AKT2;hsa04550_PIK3CA_AKT3;hsa04550_PIK3R1_AKT1;hsa04550_PIK3R1_AKT2;hsa04550_PIK3R1_AKT3
677,hsa04550_SMAD3_SMAD4,hsa04550,SMAD3,SMAD4,hsa04550_SMAD3_SMAD4
678,hsa04550_STAT3_MYC,hsa04550,STAT3,MYC,hsa04550_STAT3_MYC
679,hsa04550_WNT4_MYC,hsa04550,WNT4,MYC,hsa04550_WNT4_MYC
680,hsa04550_WNT4_TCF7,hsa04550,WNT4,TCF7,hsa04550_WNT4_TCF7
681,hsa04620_AKT1+AKT1+AKT1+AKT2+AKT2+AKT2_CCL3+CCL3L1+CCL3L3+CCL3+CCL3L1+CCL3L3,hsa04620,AKT1;AKT1;AKT1;AKT2;AKT2;AKT2,CCL3;CCL3L1;CCL3L3;CCL3;CCL3L1;CCL3L3,hsa04620_AKT1_CCL3;hsa04620_AKT1_CCL3L1;hsa04620_AKT1_CCL3L3;hsa04620_AKT2_CCL3;hsa04620_AKT2_CCL3L1;hsa04620_AKT2_CCL3L3
682,hsa04620_AKT1+AKT1+AKT1+AKT2+AKT2+AKT2_CCL4+CCL4L1+CCL4L2+CCL4+CCL4L1+CCL4L2,hsa04620,AKT1;AKT1;AKT1;AKT2;AKT2;AKT2,CCL4;CCL4L1;CCL4L2;CCL4;CCL4L1;CCL4L2,hsa04620_AKT1_CCL4;hsa04620_AKT1_CCL4L1;hsa04620_AKT1_CCL4L2;hsa04620_AKT2_CCL4;hsa04620_AKT2_CCL4L1;hsa04620_AKT2_CCL4L2
683,hsa04620_AKT1+AKT2_CCL5+CCL5,hsa04620,AKT1;AKT2,CCL5;CCL5,hsa04620_AKT1_CCL5;hsa04620_AKT2_CCL5
684,hsa04620_AKT1+AKT2_CXCL8+CXCL8,hsa04620,AKT1;AKT2,CXCL8;CXCL8,hsa04620_AKT1_CXCL8;hsa04620_AKT2_CXCL8
685,hsa04620_AKT1+AKT1+AKT2+AKT2_IL12A+IL12B+IL12A+IL12B,hsa04620,AKT1;AKT1;AKT2;AKT2,IL12A;IL12B;IL12A;IL12B,hsa04620_AKT1_IL12A;hsa04620_AKT1_IL12B;hsa04620_AKT2_IL12A;hsa04620_AKT2_IL12B
686,hsa04620_AKT1+AKT2_IL1B+IL1B,hsa04620,AKT1;AKT2,IL1B;IL1B,hsa04620_AKT1_IL1B;hsa04620_AKT2_IL1B
687,hsa04620_AKT1+AKT2_IL6+IL6,hsa04620,AKT1;AKT2,IL6;IL6,hsa04620_AKT1_IL6;hsa04620_AKT2_IL6
688,hsa04620_AKT1+AKT1+AKT2+AKT2+AKT3+AKT3_NFKB1+RELA+NFKB1+RELA+NFKB1+RELA,hsa04620,AKT1;AKT1;AKT2;AKT2;AKT3;AKT3,NFKB1;RELA;NFKB1;RELA;NFKB1;RELA,hsa04620_AKT1_NFKB1;hsa04620_AKT1_RELA;hsa04620_AKT2_NFKB1;hsa04620_AKT2_RELA;hsa04620_AKT3_NFKB1;hsa04620_AKT3_RELA
689,hsa04620_AKT1+AKT2_TNF+TNF,hsa04620,AKT1;AKT2,TNF;TNF,hsa04620_AKT1_TNF;hsa04620_AKT2_TNF
690,hsa04620_CHUK_NFKB1,hsa04620,CHUK,NFKB1,hsa04620_CHUK_NFKB1
691,hsa04620_CHUK_STAT1,hsa04620,CHUK,STAT1,hsa04620_CHUK_STAT1
692,hsa04620_IFNB1_STAT1,hsa04620,IFNB1,STAT1,hsa04620_IFNB1_STAT1
693,hsa04620_IKBKB+IKBKB+IKBKB_CCL3+CCL3L1+CCL3L3,hsa04620,IKBKB;IKBKB;IKBKB,CCL3;CCL3L1;CCL3L3,hsa04620_IKBKB_CCL3;hsa04620_IKBKB_CCL3L1;hsa04620_IKBKB_CCL3L3
694,hsa04620_IKBKB+IKBKB+IKBKB_CCL4+CCL4L1+CCL4L2,hsa04620,IKBKB;IKBKB;IKBKB,CCL4;CCL4L1;CCL4L2,hsa04620_IKBKB_CCL4;hsa04620_IKBKB_CCL4L1;hsa04620_IKBKB_CCL4L2
695,hsa04620_IKBKB_CCL5,hsa04620,IKBKB,CCL5,hsa04620_IKBKB_CCL5
696,hsa04620_IKBKB_CXCL8,hsa04620,IKBKB,CXCL8,hsa04620_IKBKB_CXCL8
697,hsa04620_IKBKB+IKBKB_IL12A+IL12B,hsa04620,IKBKB;IKBKB,IL12A;IL12B,hsa04620_IKBKB_IL12A;hsa04620_IKBKB_IL12B
698,hsa04620_IKBKB_IL1B,hsa04620,IKBKB,IL1B,hsa04620_IKBKB_IL1B
699,hsa04620_IKBKB_IL6,hsa04620,IKBKB,IL6,hsa04620_IKBKB_IL6
700,hsa04620_IKBKB+IKBKB_NFKB1+RELA,hsa04620,IKBKB;IKBKB,NFKB1;RELA,hsa04620_IKBKB_NFKB1;hsa04620_IKBKB_RELA
701,hsa04620_IKBKB_TNF,hsa04620,IKBKB,TNF,hsa04620_IKBKB_TNF
702,hsa04620_IKBKG_NFKB1,hsa04620,IKBKG,NFKB1,hsa04620_IKBKG_NFKB1
703,hsa04620_IRF3_STAT1,hsa04620,IRF3,STAT1,hsa04620_IRF3_STAT1
704,hsa04620_IRF7_STAT1,hsa04620,IRF7,STAT1,hsa04620_IRF7_STAT1
705,hsa04620_MAP2K1+MAP2K1+MAP2K1+MAP2K2+MAP2K2+MAP2K2_CCL3+CCL3L1+CCL3L3+CCL3+CCL3L1+CCL3L3,hsa04620,MAP2K1;MAP2K1;MAP2K1;MAP2K2;MAP2K2;MAP2K2,CCL3;CCL3L1;CCL3L3;CCL3;CCL3L1;CCL3L3,hsa04620_MAP2K1_CCL3;hsa04620_MAP2K1_CCL3L1;hsa04620_MAP2K1_CCL3L3;hsa04620_MAP2K2_CCL3;hsa04620_MAP2K2_CCL3L1;hsa04620_MAP2K2_CCL3L3
706,hsa04620_MAP2K1+MAP2K1+MAP2K1+MAP2K2+MAP2K2+MAP2K2_CCL4+CCL4L1+CCL4L2+CCL4+CCL4L1+CCL4L2,hsa04620,MAP2K1;MAP2K1;MAP2K1;MAP2K2;MAP2K2;MAP2K2,CCL4;CCL4L1;CCL4L2;CCL4;CCL4L1;CCL4L2,hsa04620_MAP2K1_CCL4;hsa04620_MAP2K1_CCL4L1;hsa04620_MAP2K1_CCL4L2;hsa04620_MAP2K2_CCL4;hsa04620_MAP2K2_CCL4L1;hsa04620_MAP2K2_CCL4L2
707,hsa04620_MAP2K1+MAP2K2_CCL5+CCL5,hsa04620,MAP2K1;MAP2K2,CCL5;CCL5,hsa04620_MAP2K1_CCL5;hsa04620_MAP2K2_CCL5
708,hsa04620_MAP2K1+MAP2K2_CXCL8+CXCL8,hsa04620,MAP2K1;MAP2K2,CXCL8;CXCL8,hsa04620_MAP2K1_CXCL8;hsa04620_MAP2K2_CXCL8
709,hsa04620_MAP2K1+MAP2K1+MAP2K2+MAP2K2_FOS+JUN+FOS+JUN,hsa04620,MAP2K1;MAP2K1;MAP2K2;MAP2K2,FOS;JUN;FOS;JUN,hsa04620_MAP2K1_FOS;hsa04620_MAP2K1_JUN;hsa04620_MAP2K2_FOS;hsa04620_MAP2K2_JUN
710,hsa04620_MAP2K1+MAP2K1+MAP2K2+MAP2K2_IL12A+IL12B+IL12A+IL12B,hsa04620,MAP2K1;MAP2K1;MAP2K2;MAP2K2,IL12A;IL12B;IL12A;IL12B,hsa04620_MAP2K1_IL12A;hsa04620_MAP2K1_IL12B;hsa04620_MAP2K2_IL12A;hsa04620_MAP2K2_IL12B
711,hsa04620_MAP2K1+MAP2K2_IL1B+IL1B,hsa04620,MAP2K1;MAP2K2,IL1B;IL1B,hsa04620_MAP2K1_IL1B;hsa04620_MAP2K2_IL1B
712,hsa04620_MAP2K1+MAP2K2_IL6+IL6,hsa04620,MAP2K1;MAP2K2,IL6;IL6,hsa04620_MAP2K1_IL6;hsa04620_MAP2K2_IL6
713,hsa04620_MAP2K1+MAP2K2_TNF+TNF,hsa04620,MAP2K1;MAP2K2,TNF;TNF,hsa04620_MAP2K1_TNF;hsa04620_MAP2K2_TNF
714,hsa04620_MAP2K4+MAP2K4+MAP2K4_CCL3+CCL3L1+CCL3L3,hsa04620,MAP2K4;MAP2K4;MAP2K4,CCL3;CCL3L1;CCL3L3,hsa04620_MAP2K4_CCL3;hsa04620_MAP2K4_CCL3L1;hsa04620_MAP2K4_CCL3L3
715,hsa04620_MAP2K4+MAP2K4+MAP2K4_CCL4+CCL4L1+CCL4L2,hsa04620,MAP2K4;MAP2K4;MAP2K4,CCL4;CCL4L1;CCL4L2,hsa04620_MAP2K4_CCL4;hsa04620_MAP2K4_CCL4L1;hsa04620_MAP2K4_CCL4L2
716,hsa04620_MAP2K4_CCL5,hsa04620,MAP2K4,CCL5,hsa04620_MAP2K4_CCL5
717,hsa04620_MAP2K4_CXCL8,hsa04620,MAP2K4,CXCL8,hsa04620_MAP2K4_CXCL8
718,hsa04620_MAP2K4+MAP2K4_FOS+JUN,hsa04620,MAP2K4;MAP2K4,FOS;JUN,hsa04620_MAP2K4_FOS;hsa04620_MAP2K4_JUN
719,hsa04620_MAP2K4+MAP2K4_IL12A+IL12B,hsa04620,MAP2K4;MAP2K4,IL12A;IL12B,hsa04620_MAP2K4_IL12A;hsa04620_MAP2K4_IL12B
720,hsa04620_MAP2K4_IL1B,hsa04620,MAP2K4,IL1B,hsa04620_MAP2K4_IL1B
721,hsa04620_MAP2K4_IL6,hsa04620,MAP2K4,IL6,hsa04620_MAP2K4_IL6
722,hsa04620_MAP2K4_TNF,hsa04620,MAP2K4,TNF,hsa04620_MAP2K4_TNF
723,hsa04620_MAPK10+MAPK8+MAPK9_JUN+JUN+JUN,hsa04620,MAPK10;MAPK8;MAPK9,JUN;JUN;JUN,hsa04620_MAPK10_JUN;hsa04620_MAPK8_JUN;hsa04620_MAPK9_JUN
724,hsa04620_MAPK11+MAPK12+MAPK13+MAPK14_JUN+JUN+JUN+JUN,hsa04620,MAPK11;MAPK12;MAPK13;MAPK14,JUN;JUN;JUN;JUN,hsa04620_MAPK11_JUN;hsa04620_MAPK12_JUN;hsa04620_MAPK13_JUN;hsa04620_MAPK14_JUN
725,hsa04620_MAPK1+MAPK3_JUN+JUN,hsa04620,MAPK1;MAPK3,JUN;JUN,hsa04620_MAPK1_JUN;hsa04620_MAPK3_JUN
726,hsa04620_NFKBIA+NFKBIA_NFKB1+RELA,hsa04620,NFKBIA;NFKBIA,NFKB1;RELA,hsa04620_NFKBIA_NFKB1;hsa04620_NFKBIA_RELA
727,hsa04620_PIK3CA+PIK3CA+PIK3CA+PIK3R1+PIK3R1+PIK3R1_CCL3+CCL3L1+CCL3L3+CCL3+CCL3L1+CCL3L3,hsa04620,PIK3CA;PIK3CA;PIK3CA;PIK3R1;PIK3R1;PIK3R1,CCL3;CCL3L1;CCL3L3;CCL3;CCL3L1;CCL3L3,hsa04620_PIK3CA_CCL3;hsa04620_PIK3CA_CCL3L1;hsa04620_PIK3CA_CCL3L3;hsa04620_PIK3R1_CCL3;hsa04620_PIK3R1_CCL3L1;hsa04620_PIK3R1_CCL3L3
728,hsa04620_PIK3CA+PIK3CA+PIK3CA+PIK3R1+PIK3R1+PIK3R1_CCL4+CCL4L1+CCL4L2+CCL4+CCL4L1+CCL4L2,hsa04620,PIK3CA;PIK3CA;PIK3CA;PIK3R1;PIK3R1;PIK3R1,CCL4;CCL4L1;CCL4L2;CCL4;CCL4L1;CCL4L2,hsa04620_PIK3CA_CCL4;hsa04620_PIK3CA_CCL4L1;hsa04620_PIK3CA_CCL4L2;hsa04620_PIK3R1_CCL4;hsa04620_PIK3R1_CCL4L1;hsa04620_PIK3R1_CCL4L2
729,hsa04620_PIK3CA+PIK3R1_CCL5+CCL5,hsa04620,PIK3CA;PIK3R1,CCL5;CCL5,hsa04620_PIK3CA_CCL5;hsa04620_PIK3R1_CCL5
730,hsa04620_PIK3CA+PIK3R1_CXCL8+CXCL8,hsa04620,PIK3CA;PIK3R1,CXCL8;CXCL8,hsa04620_PIK3CA_CXCL8;hsa04620_PIK3R1_CXCL8
731,hsa04620_PIK3CA+PIK3CA+PIK3R1+PIK3R1_IL12A+IL12B+IL12A+IL12B,hsa04620,PIK3CA;PIK3CA;PIK3R1;PIK3R1,IL12A;IL12B;IL12A;IL12B,hsa04620_PIK3CA_IL12A;hsa04620_PIK3CA_IL12B;hsa04620_PIK3R1_IL12A;hsa04620_PIK3R1_IL12B
732,hsa04620_PIK3CA+PIK3R1_IL1B+IL1B,hsa04620,PIK3CA;PIK3R1,IL1B;IL1B,hsa04620_PIK3CA_IL1B;hsa04620_PIK3R1_IL1B
733,hsa04620_PIK3CA+PIK3R1_IL6+IL6,hsa04620,PIK3CA;PIK3R1,IL6;IL6,hsa04620_PIK3CA_IL6;hsa04620_PIK3R1_IL6
734,hsa04620_PIK3CA+PIK3CA+PIK3CB+PIK3CB+PIK3CD+PIK3CD+PIK3R1+PIK3R1+PIK3R2+PIK3R2+PIK3R3+PIK3R3_NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA+NFKB1+RELA,hsa04620,PIK3CA;PIK3CA;PIK3CB;PIK3CB;PIK3CD;PIK3CD;PIK3R1;PIK3R1;PIK3R2;PIK3R2;PIK3R3;PIK3R3,NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA;NFKB1;RELA,hsa04620_PIK3CA_NFKB1;hsa04620_PIK3CA_RELA;hsa04620_PIK3CB_NFKB1;hsa04620_PIK3CB_RELA;hsa04620_PIK3CD_NFKB1;hsa04620_PIK3CD_RELA;hsa04620_PIK3R1_NFKB1;hsa04620_PIK3R1_RELA;hsa04620_PIK3R2_NFKB1;hsa04620_PIK3R2_RELA;hsa04620_PIK3R3_NFKB1;hsa04620_PIK3R3_RELA
735,hsa04620_PIK3CA+PIK3R1_TNF+TNF,hsa04620,PIK3CA;PIK3R1,TNF;TNF,hsa04620_PIK3CA_TNF;hsa04620_PIK3R1_TNF
736,hsa04620_RAC1+RAC1_NFKB1+RELA,hsa04620,RAC1;RAC1,NFKB1;RELA,hsa04620_RAC1_NFKB1;hsa04620_RAC1_RELA
737,hsa04620_RIPK1_JUN,hsa04620,RIPK1,JUN,hsa04620_RIPK1_JUN
738,hsa04620_RIPK1+RIPK1_NFKB1+RELA,hsa04620,RIPK1;RIPK1,NFKB1;RELA,hsa04620_RIPK1_NFKB1;hsa04620_RIPK1_RELA
739,hsa04620_RIPK1_STAT1,hsa04620,RIPK1,STAT1,hsa04620_RIPK1_STAT1
740,hsa04620_SPP1_STAT1,hsa04620,SPP1,STAT1,hsa04620_SPP1_STAT1
741,hsa04620_TAB1_JUN,hsa04620,TAB1,JUN,hsa04620_TAB1_JUN
742,hsa04620_TAB1+TAB1_NFKB1+RELA,hsa04620,TAB1;TAB1,NFKB1;RELA,hsa04620_TAB1_NFKB1;hsa04620_TAB1_RELA
743,hsa04621_BIRC2+BIRC3_STAT1+STAT1,hsa04621,BIRC2;BIRC3,STAT1;STAT1,hsa04621_BIRC2_STAT1;hsa04621_BIRC3_STAT1
744,hsa04621_CASP8_FADD,hsa04621,CASP8,FADD,hsa04621_CASP8_FADD
745,hsa04621_CASP8_IL1B,hsa04621,CASP8,IL1B,hsa04621_CASP8_IL1B
746,hsa04621_CHUK+IKBKB+IKBKB_STAT1+STAT1+STAT2,hsa04621,CHUK;IKBKB;IKBKB,STAT1;STAT1;STAT2,hsa04621_CHUK_STAT1;hsa04621_IKBKB_STAT1;hsa04621_IKBKB_STAT2
747,hsa04621_IFNA10+IFNA13+IFNA14+IFNA16+IFNA17+IFNA1+IFNA21+IFNA2+IFNA4+IFNA5+IFNA6+IFNA7+IFNA8+IFNB1_STAT1+STAT1+STAT1+STAT1+STAT1+STAT1+STAT1+STAT1+STAT1+STAT1+STAT1+STAT1+STAT1+STAT1,hsa04621,IFNA10;IFNA13;IFNA14;IFNA16;IFNA17;IFNA1;IFNA21;IFNA2;IFNA4;IFNA5;IFNA6;IFNA7;IFNA8;IFNB1,STAT1;STAT1;STAT1;STAT1;STAT1;STAT1;STAT1;STAT1;STAT1;STAT1;STAT1;STAT1;STAT1;STAT1,hsa04621_IFNA10_STAT1;hsa04621_IFNA13_STAT1;hsa04621_IFNA14_STAT1;hsa04621_IFNA16_STAT1;hsa04621_IFNA17_STAT1;hsa04621_IFNA1_STAT1;hsa04621_IFNA21_STAT1;hsa04621_IFNA2_STAT1;hsa04621_IFNA4_STAT1;hsa04621_IFNA5_STAT1;hsa04621_IFNA6_STAT1;hsa04621_IFNA7_STAT1;hsa04621_IFNA8_STAT1;hsa04621_IFNB1_STAT1
748,hsa04621_IKBKB_CCL2,hsa04621,IKBKB,CCL2,hsa04621_IKBKB_CCL2
749,hsa04621_IKBKB_CCL5,hsa04621,IKBKB,CCL5,hsa04621_IKBKB_CCL5
750,hsa04621_IKBKB+IKBKB+IKBKB_CXCL1+CXCL2+CXCL3,hsa04621,IKBKB;IKBKB;IKBKB,CXCL1;CXCL2;CXCL3,hsa04621_IKBKB_CXCL1;hsa04621_IKBKB_CXCL2;hsa04621_IKBKB_CXCL3
751,hsa04621_IKBKB_CXCL8,hsa04621,IKBKB,CXCL8,hsa04621_IKBKB_CXCL8
752,hsa04621_IKBKB_IL1B,hsa04621,IKBKB,IL1B,hsa04621_IKBKB_IL1B
753,hsa04621_IKBKB_IL6,hsa04621,IKBKB,IL6,hsa04621_IKBKB_IL6
754,hsa04621_IKBKB_TNF,hsa04621,IKBKB,TNF,hsa04621_IKBKB_TNF
755,hsa04621_IKBKB_TYK2,hsa04621,IKBKB,TYK2,hsa04621_IKBKB_TYK2
756,hsa04621_IKBKG_STAT1,hsa04621,IKBKG,STAT1,hsa04621_IKBKG_STAT1
757,hsa04621_IRF3+IRF7_STAT1+STAT1,hsa04621,IRF3;IRF7,STAT1;STAT1,hsa04621_IRF3_STAT1;hsa04621_IRF7_STAT1
758,hsa04621_IRF9_STAT1,hsa04621,IRF9,STAT1,hsa04621_IRF9_STAT1
759,hsa04621_NFKB1+RELA_STAT1+STAT1,hsa04621,NFKB1;RELA,STAT1;STAT1,hsa04621_NFKB1_STAT1;hsa04621_RELA_STAT1
760,hsa04621_NFKBIA+NFKBIB_STAT1+STAT1,hsa04621,NFKBIA;NFKBIB,STAT1;STAT1,hsa04621_NFKBIA_STAT1;hsa04621_NFKBIB_STAT1
761,hsa04621_TAB1+TAB2+TAB3_STAT1+STAT1+STAT1,hsa04621,TAB1;TAB2;TAB3,STAT1;STAT1;STAT1,hsa04621_TAB1_STAT1;hsa04621_TAB2_STAT1;hsa04621_TAB3_STAT1
762,hsa04621_TNFAIP3_STAT1,hsa04621,TNFAIP3,STAT1,hsa04621_TNFAIP3_STAT1
763,hsa04621_TRAF2_STAT1,hsa04621,TRAF2,STAT1,hsa04621_TRAF2_STAT1
764,hsa04621_XIAP_STAT1,hsa04621,XIAP,STAT1,hsa04621_XIAP_STAT1
765,hsa04622_ATG12+ATG12_NFKB1+RELA,hsa04622,ATG12;ATG12,NFKB1;RELA,hsa04622_ATG12_NFKB1;hsa04622_ATG12_RELA
766,hsa04622_CASP8_CHUK,hsa04622,CASP8,CHUK,hsa04622_CASP8_CHUK
767,hsa04622_CASP8_CXCL10,hsa04622,CASP8,CXCL10,hsa04622_CASP8_CXCL10
768,hsa04622_CASP8_CXCL8,hsa04622,CASP8,CXCL8,hsa04622_CASP8_CXCL8
769,hsa04622_CASP8+CASP8+CASP8+CASP8+CASP8+CASP8+CASP8+CASP8+CASP8+CASP8+CASP8+CASP8+CASP8_IFNA1+IFNA10+IFNA13+IFNA14+IFNA16+IFNA17+IFNA2+IFNA21+IFNA4+IFNA5+IFNA6+IFNA7+IFNA8,hsa04622,CASP8;CASP8;CASP8;CASP8;CASP8;CASP8;CASP8;CASP8;CASP8;CASP8;CASP8;CASP8;CASP8,IFNA1;IFNA10;IFNA13;IFNA14;IFNA16;IFNA17;IFNA2;IFNA21;IFNA4;IFNA5;IFNA6;IFNA7;IFNA8,hsa04622_CASP8_IFNA1;hsa04622_CASP8_IFNA10;hsa04622_CASP8_IFNA13;hsa04622_CASP8_IFNA14;hsa04622_CASP8_IFNA16;hsa04622_CASP8_IFNA17;hsa04622_CASP8_IFNA2;hsa04622_CASP8_IFNA21;hsa04622_CASP8_IFNA4;hsa04622_CASP8_IFNA5;hsa04622_CASP8_IFNA6;hsa04622_CASP8_IFNA7;hsa04622_CASP8_IFNA8
770,hsa04622_CASP8_IFNB1,hsa04622,CASP8,IFNB1,hsa04622_CASP8_IFNB1
771,hsa04622_CASP8_IFNE,hsa04622,CASP8,IFNE,hsa04622_CASP8_IFNE
772,hsa04622_CASP8_IFNK,hsa04622,CASP8,IFNK,hsa04622_CASP8_IFNK
773,hsa04622_CASP8_IFNW1,hsa04622,CASP8,IFNW1,hsa04622_CASP8_IFNW1
774,hsa04622_CASP8+CASP8_IL12A+IL12B,hsa04622,CASP8;CASP8,IL12A;IL12B,hsa04622_CASP8_IL12A;hsa04622_CASP8_IL12B
775,hsa04622_CASP8_IRF3,hsa04622,CASP8,IRF3,hsa04622_CASP8_IRF3
776,hsa04622_CASP8_IRF7,hsa04622,CASP8,IRF7,hsa04622_CASP8_IRF7
777,hsa04622_CASP8+CASP8_NFKB1+RELA,hsa04622,CASP8;CASP8,NFKB1;RELA,hsa04622_CASP8_NFKB1;hsa04622_CASP8_RELA
778,hsa04622_CASP8_TNF,hsa04622,CASP8,TNF,hsa04622_CASP8_TNF
779,hsa04622_CYLD_CHUK,hsa04622,CYLD,CHUK,hsa04622_CYLD_CHUK
780,hsa04622_CYLD_CXCL10,hsa04622,CYLD,CXCL10,hsa04622_CYLD_CXCL10
781,hsa04622_CYLD_CXCL8,hsa04622,CYLD,CXCL8,hsa04622_CYLD_CXCL8
